,Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,power_per_rpm,torque_per_rpm,Age
1316,Honda,590000,75258,Petrol,Automatic,Mumbai,White,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,7
1317,Hyundai,495000,46000,Other,Manual,Agra,Silver,First,Individual,1086.0,FWD,3610.0,1645.0,1560.0,5.0,60.0,0.010545454545454545,0.018666666666666668,3
1318,Maruti Suzuki,695000,68921,Diesel,Manual,Hyderabad,Red,First,Individual,1248.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.0185,0.095,6
1319,Hyundai,799000,79800,Diesel,Manual,Karnal,Grey,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,4
1320,Volkswagen,325000,53000,Petrol,Manual,Meerut,Red,Second,Individual,1198.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,0.013703703703703704,0.029333333333333333,9
1321,Mahindra,1190000,59000,Diesel,Manual,Patna,White,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,0.03,0.15555555555555556,4
1322,Jaguar,5800000,30000,Diesel,Automatic,Pune,White,First,Individual,2993.0,RWD,5255.0,2105.0,1460.0,5.0,77.0,0.05625,0.3827777777777778,5
1323,Maruti Suzuki,140000,65000,Petrol,Manual,Yamunanagar,Silver,Third,Individual,796.0,,3495.0,1475.0,1460.0,5.0,35.0,,,13
1324,Maruti Suzuki,750000,58000,Petrol,Manual,Varanasi,White,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.013833333333333333,0.02875,1
1325,Mercedes-Benz,2600000,94000,Diesel,Automatic,Mumbai,White,First,Individual,2997.0,AWD,4804.0,2141.0,1796.0,5.0,70.0,0.07055555555555555,0.386875,8
1326,Maruti Suzuki,299000,45000,Other,Manual,Pune,Silver,First,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.008,0.019714285714285715,5
1327,Toyota,3470000,62152,Diesel,Automatic,Mumbai,Silver,First,Individual,2755.0,AWD,4795.0,1855.0,1835.0,7.0,80.0,0.051176470588235295,0.28125,4
1328,Hyundai,1075000,28000,Petrol,Automatic,Chennai,Blue,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,0.019666666666666666,0.11466666666666667,3
1329,Hyundai,650000,15000,Petrol,Automatic,Chandigarh,Silver,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,3
1330,Honda,425000,53610,Petrol,Manual,Gurgaon,White,Second,Individual,1198.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,0.0145,0.02422222222222222,8
1331,Nissan,445000,75000,Diesel,Manual,Delhi,White,First,Individual,1461.0,FWD,4331.0,1822.0,1671.0,5.0,50.0,0.0224,0.10526315789473684,8
1332,Maruti Suzuki,1225000,16000,Petrol,Manual,Delhi,Grey,First,Individual,1462.0,FWD,4445.0,1775.0,1700.0,6.0,45.0,0.017166666666666667,0.031363636363636364,0
1333,Audi,1350000,60000,Diesel,Automatic,Delhi,Black,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.040285714285714286,0.18285714285714286,7
1334,Volkswagen,345000,101923,Petrol,Manual,Bangalore,White,Second,Individual,,,,,,,,,,11
1335,Mercedes-Benz,1450000,45000,Diesel,Automatic,Ranchi,White,First,Individual,2143.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,0.04047619047619048,0.14285714285714285,8
1336,Toyota,2749000,120000,Diesel,Automatic,Faridabad,White,First,Individual,2755.0,AWD,4795.0,1855.0,1835.0,7.0,80.0,0.051176470588235295,0.28125,5
1337,Hyundai,141000,56400,Petrol,Manual,Jamshedpur,Silver,Third,Individual,1086.0,FWD,3565.0,1525.0,1590.0,5.0,35.0,0.011272727272727273,0.032,13
1338,Hyundai,1375000,70000,Diesel,Automatic,Bangalore,White,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,5
1339,Toyota,1825000,82567,Diesel,Manual,Bangalore,White,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.04352941176470588,0.245,6
1340,Audi,4900000,32000,Diesel,Automatic,Hyderabad,Blue,First,Individual,2967.0,AWD,5265.0,1949.0,1471.0,4.0,90.0,0.06175,0.3314285714285714,7
1341,Honda,525000,68244,Diesel,Manual,Indore,Silver,Second,Individual,1498.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,0.02722222222222222,0.11428571428571428,7
1342,Audi,3300000,25000,Diesel,Automatic,Chennai,Brown,Second,Individual,2967.0,AWD,5089.0,1983.0,1737.0,6.0,100.0,0.06342105263157895,0.3142857142857143,8
1343,Hyundai,405000,34000,Petrol,Manual,Hyderabad,Red,First,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,0.01,0.01875,4
1344,Audi,2550000,36000,Diesel,Automatic,Delhi,Blue,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.052571428571428575,0.21714285714285714,5
1345,Honda,875000,36000,Petrol,Manual,Pune,Other,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,3
1346,Maruti Suzuki,355000,68005,Petrol,Manual,Ranchi,White,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.014166666666666666,0.0285,8
1347,Ford,925000,74797,Diesel,Manual,Udupi,White,First,Individual,1498.0,FWD,3998.0,1765.0,1647.0,5.0,52.0,0.0264,0.11714285714285715,4
1348,Land Rover,6500000,12000,Diesel,Automatic,Hyderabad,White,First,Individual,1999.0,AWD,4360.0,2120.0,1635.0,5.0,57.0,0.04425,0.24571428571428572,1
1349,Hyundai,625000,31000,Petrol,Manual,Kanpur,White,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.013666666666666667,0.02875,3
1350,Datsun,425000,7520,Petrol,Manual,Bangalore,Red,First,Individual,999.0,FWD,3429.0,1560.0,1541.0,5.0,28.0,0.012181818181818183,0.021411764705882352,2
1351,Hyundai,550000,58078,Petrol,Manual,Mysore,Silver,Second,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,7
1352,Volkswagen,434999,79081,Diesel,Manual,Delhi,Grey,First,Individual,1598.0,FWD,4384.0,1699.0,1466.0,5.0,55.0,0.02340909090909091,0.16666666666666666,8
1353,Mercedes-Benz,5900000,28000,Diesel,Automatic,Delhi,White,First,Individual,2987.0,AWD,4819.0,2141.0,1796.0,5.0,93.0,0.075,0.3875,4
1354,Mercedes-Benz,3500000,72000,Diesel,Automatic,Faridabad,White,First,Individual,2143.0,AWD,4656.0,1890.0,1639.0,5.0,66.0,0.056,0.2857142857142857,5
1355,Hyundai,1750000,23000,Petrol,Automatic,Delhi,White,First,Individual,1353.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,0.023,0.16133333333333333,0
1356,Chevrolet,475000,74000,Diesel,Automatic,Mohali,White,First,Individual,1991.0,,4660.0,1870.0,1755.0,7.0,65.0,,,10
1357,Hyundai,425000,11628,Petrol,Manual,Kolkata,Black,First,Individual,1197.0,FWD,3995.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,7
1358,Ford,675000,81323,Diesel,Manual,Hyderabad,Silver,First,Individual,1498.0,FWD,3998.0,1765.0,1647.0,5.0,52.0,0.0264,0.11714285714285715,5
1359,Maruti Suzuki,675000,50000,Diesel,Manual,Mohali,Grey,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,6
1360,Toyota,1725000,145000,Diesel,Manual,Lucknow,White,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.04352941176470588,0.245,6
1361,Audi,1760000,48000,Petrol,Automatic,Delhi,White,First,Individual,1798.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.03490196078431373,0.2,5
1362,Maruti Suzuki,730000,80000,Diesel,Manual,Kanpur,Other,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,5
1363,Maruti Suzuki,301000,28513,Petrol,Manual,Ahmedabad,Other,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.014166666666666666,0.0285,11
1364,Maruti Suzuki,275000,42000,Other,Manual,Bhopal,White,Second,Individual,998.0,FWD,3595.0,1475.0,1700.0,5.0,28.0,0.007419354838709678,0.024285714285714285,11
1365,Ford,225000,87000,Diesel,Manual,Mohali,Grey,First,Individual,1399.0,FWD,3795.0,1680.0,1427.0,5.0,45.0,0.017,0.08,9
1366,Hyundai,185000,55700,Petrol,Manual,Jamshedpur,Silver,Second,Individual,814.0,,3495.0,1550.0,1500.0,5.0,32.0,,,10
1367,Maruti Suzuki,285000,45600,Petrol,Manual,Jamshedpur,White,First,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.007833333333333333,0.019714285714285715,5
1368,Volkswagen,350000,78000,Diesel,Manual,Dehradun,White,Second,Individual,1598.0,FWD,4384.0,1699.0,1466.0,5.0,55.0,0.02340909090909091,0.16666666666666666,9
1369,Rolls-Royce,20000000,55000,Petrol,Automatic,Chennai,White,Third,Individual,6592.0,RWD,5569.0,1948.0,1550.0,5.0,82.5,0.10857142857142857,0.52,10
1370,Mercedes-Benz,12900000,3000,Diesel,Automatic,Delhi,White,First,Individual,2925.0,AWD,5207.0,2157.0,1823.0,7.0,90.0,0.09055555555555556,0.5833333333333334,1
1371,Skoda,1650000,52458,Petrol,Automatic,Mumbai,Black,First,Individual,1798.0,FWD,4861.0,1864.0,1483.0,5.0,66.0,0.03470588235294118,0.2,5
1372,Maruti Suzuki,265000,30000,Other,Manual,Kanpur,White,First,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.007833333333333333,0.019714285714285715,5
1373,Tata,395000,46992,Petrol,Manual,Gurgaon,White,First,Individual,1199.0,FWD,3746.0,1647.0,1535.0,5.0,35.0,0.014,0.03257142857142857,5
1374,Honda,500000,54440,Petrol,Manual,Mumbai,Silver,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,0.014833333333333334,0.022916666666666665,6
1375,Mahindra,2770000,32000,Diesel,Automatic,Faridabad,Black,First,Individual,2157.0,AWD,4850.0,1960.0,1845.0,7.0,70.0,0.0445,0.2625,3
1376,Mercedes-Benz,2450000,103000,Diesel,Automatic,Mumbai,White,First,Individual,2143.0,AWD,4804.0,2141.0,1796.0,5.0,70.0,0.04833333333333333,0.3125,7
1377,Audi,3125000,28600,Petrol,Automatic,Lucknow,White,First,Individual,1798.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,0.04473684210526316,0.22857142857142856,2
1378,Kia,2950000,72000,Diesel,Automatic,Chandigarh,White,First,Individual,2199.0,FWD,5115.0,1985.0,1755.0,7.0,60.0,0.0518421052631579,0.25142857142857145,2
1379,Maruti Suzuki,620000,64906,Diesel,Manual,Varanasi,Grey,First,Individual,1248.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,0.02225,0.11428571428571428,6
1380,Mercedes-Benz,2250000,79000,Diesel,Automatic,Chennai,Red,First,Individual,2143.0,AWD,4417.0,1804.0,1494.0,5.0,50.0,0.04941176470588235,0.25,6
1381,Maruti Suzuki,565000,64000,Petrol,Manual,Ranchi,Brown,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.015166666666666667,0.0325,5
1382,Hyundai,550000,56000,Petrol,Manual,Hyderabad,Grey,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,4
1383,Hyundai,178000,85000,Petrol,Manual,Coimbatore,Silver,Second,Individual,1086.0,,3565.0,1525.0,1590.0,5.0,35.0,,,15
1384,Mahindra,1550000,12000,Diesel,Manual,Delhi,White,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,0.036533333333333334,0.21266666666666667,0
1385,Maruti Suzuki,711000,67900,Diesel,Manual,Mumbai,Red,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,4
1386,Tata,375000,48144,Petrol,Manual,Kolkata,Grey,First,Individual,1199.0,FWD,3992.0,1677.0,1537.0,5.0,35.0,0.014,0.03257142857142857,4
1387,BMW,4475000,7100,Diesel,Automatic,Chennai,Other,First,Individual,1995.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,0.046,0.2,1
1388,Porsche,9100000,9000,Petrol,Automatic,Gurgaon,Blue,First,Individual,1984.0,AWD,4696.0,1923.0,1624.0,5.0,65.0,0.0496,0.23125,0
1389,Maruti Suzuki,245000,64000,Petrol,Manual,Ranchi,Silver,First,Individual,998.0,FWD,3545.0,1490.0,1475.0,5.0,35.0,0.011166666666666667,0.025714285714285714,6
1390,Honda,690000,38000,Diesel,Manual,Patna,Brown,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.0275,0.11428571428571428,6
1391,Toyota,944999,65321,Diesel,Manual,Patna,White,First,Individual,2494.0,RWD,4585.0,1765.0,1760.0,8.0,55.0,0.028055555555555556,0.16666666666666666,6
1392,Mercedes-Benz,1350000,80000,Petrol,Automatic,Bangalore,White,Third,Individual,1595.0,FWD,4292.0,1780.0,1433.0,4.0,50.0,0.0242,0.16,8
1393,Maruti Suzuki,850000,37093,Diesel,Manual,Jalandhar,Red,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,4
1394,Volkswagen,1200000,37230,Petrol,Manual,Hyderabad,Grey,First,Individual,999.0,FWD,4390.0,1699.0,1467.0,5.0,55.0,0.0218,0.1,1
1395,Maruti Suzuki,329000,76116,Petrol,Automatic,Mumbai,Red,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,0.011166666666666667,0.025714285714285714,8
1396,Honda,300000,83359,Petrol,Manual,Mumbai,White,First,Individual,1799.0,FWD,4545.0,1750.0,1450.0,5.0,50.0,0.020634920634920634,0.01441860465116279,12
1397,Audi,1150000,30000,Diesel,Automatic,Delhi,Silver,Second,Individual,,,,,,,,,,9
1398,BMW,4900000,38000,Diesel,Automatic,Ahmedabad,Blue,First,Individual,2993.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,0.0645,0.37333333333333335,4
1399,Hyundai,465000,28000,Other,Manual,Delhi,White,First,Individual,1086.0,FWD,3610.0,1645.0,1560.0,5.0,60.0,0.010545454545454545,0.018666666666666668,3
1400,Skoda,2350000,14120,Petrol,Automatic,Pune,Brown,First,Individual,1798.0,FWD,4861.0,1864.0,1483.0,5.0,66.0,0.03470588235294118,0.2,4
1401,Hyundai,250000,25000,Petrol,Manual,Meerut,White,First,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,0.01,0.01875,8
1402,MG,1950000,28584,Petrol,Automatic,Hyderabad,Black,First,Individual,1451.0,FWD,4720.0,1835.0,1760.0,6.0,60.0,0.0282,0.15625,2
1403,BMW,2975000,87000,Diesel,Automatic,Mohali,Blue,First,Individual,2993.0,AWD,4886.0,1938.0,1762.0,7.0,,0.0645,0.37333333333333335,7
1404,Land Rover,3800000,50000,Diesel,Automatic,Mumbai,White,First,Individual,1999.0,AWD,4360.0,2120.0,1635.0,5.0,57.0,0.04425,0.24571428571428572,5
1405,Maruti Suzuki,330000,63200,Other,Manual,Pimpri-Chinchwad,Grey,First,Individual,998.0,FWD,3545.0,1490.0,1475.0,4.0,60.0,0.009666666666666667,0.022285714285714287,5
1406,Hyundai,409999,55000,Petrol,Manual,Delhi,Silver,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,8
1407,Ford,575000,71569,Diesel,Manual,Lucknow,White,First,Individual,1498.0,FWD,3886.0,1695.0,1525.0,5.0,40.0,0.0264,0.12285714285714286,3
1408,Hyundai,270000,41200,Petrol,Manual,Mumbai,Silver,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.013166666666666667,1.90475,10
1409,Mahindra,434999,117000,Diesel,Manual,Kanpur,White,First,Individual,2179.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,0.03,0.16111111111111112,9
1410,Maruti Suzuki,465000,65000,Petrol,Manual,Ahmedabad,White,Second,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.014166666666666666,0.0285,8
1411,BMW,6800000,33000,Diesel,Automatic,Chennai,White,First,Individual,1995.0,AWD,4657.0,1881.0,1678.0,5.0,67.0,0.0475,0.22857142857142856,0
1412,Hyundai,350000,21000,Petrol,Manual,Hyderabad,Red,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.013166666666666667,1.90475,11
1413,Hyundai,900000,23000,Petrol,Manual,Haldwani,Brown,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,0.019666666666666666,0.11466666666666667,2
1414,Maruti Suzuki,595000,26357,Petrol,Manual,Bangalore,Grey,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.013833333333333333,0.02875,6
1415,Hyundai,1260000,33500,Petrol,Automatic,Mumbai,White,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0190625,0.03175257731958763,4
1416,Tata,530000,5923,Diesel,Manual,Ranchi,White,First,Other,1248.0,FWD,3995.0,1706.0,1570.0,5.0,44.0,0.0185,0.10857142857142857,2
1417,Maruti Suzuki,599000,72000,Diesel,Manual,Agra,Silver,First,Individual,1248.0,FWD,4265.0,1695.0,1685.0,7.0,45.0,0.02225,0.11428571428571428,7
1418,Mahindra,1595000,54154,Diesel,Automatic,Lucknow,Red,Second,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.0408,0.2057142857142857,4
1419,Volvo,1798999,14000,Diesel,Automatic,Delhi,Blue,First,Individual,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,0.04285714285714286,0.23333333333333334,5
1420,Maruti Suzuki,636000,35500,Petrol,Manual,Ranchi,White,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.013833333333333333,0.02875,1
1421,Hyundai,950000,63000,Diesel,Manual,Delhi,White,First,Individual,1396.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.02225,0.14933333333333335,4
1422,Maruti Suzuki,800000,52836,Diesel,Manual,Ahmedabad,Blue,First,Individual,1598.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,0.031466666666666664,0.18285714285714286,5
1423,Maruti Suzuki,434000,50000,Petrol,Automatic,Dehradun,White,First,Individual,998.0,FWD,3715.0,1635.0,1565.0,5.0,35.0,0.011166666666666667,0.025714285714285714,5
1424,Hyundai,625000,72114,Diesel,Manual,Jalandhar,White,First,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.02225,0.14666666666666667,6
1425,Maruti Suzuki,245000,72000,Other,Manual,Faridabad,Silver,Second,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.007833333333333333,0.019714285714285715,7
1426,Mercedes-Benz,3100000,24000,Petrol,Automatic,Delhi,Red,First,Individual,1991.0,FWD,4424.0,1804.0,1494.0,5.0,50.0,0.03290909090909091,0.25,3
1427,Audi,1490000,42000,Diesel,Automatic,Raipur,Brown,First,Individual,1968.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,0.0472,0.21714285714285714,10
1428,BMW,6000000,27600,Diesel,Automatic,Hyderabad,Blue,First,Individual,2993.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,0.0645,0.37333333333333335,4
1429,Maruti Suzuki,295000,31000,Petrol,Manual,Patna,White,First,Individual,998.0,FWD,3545.0,1490.0,1475.0,5.0,35.0,0.011166666666666667,0.025714285714285714,7
1430,Maruti Suzuki,450000,32000,Petrol,Manual,Udupi,White,Second,Individual,1196.0,RWD,3675.0,1475.0,1800.0,7.0,40.0,0.012166666666666666,0.033666666666666664,4
1431,Toyota,1989999,55000,Diesel,Manual,Pune,Other,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.04352941176470588,0.245,4
1432,Lexus,3900000,31059,Petrol,Automatic,Bangalore,Other,First,Individual,2494.0,RWD,4915.0,1820.0,1450.0,5.0,65.0,0.03543859649122807,0.04733333333333333,5
1433,Honda,635000,72200,Diesel,Manual,Kanpur,Brown,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.0275,0.11428571428571428,6
1434,Tata,575000,72000,Diesel,Manual,Ahmedabad,White,Second,Individual,2179.0,RWD,4655.0,1965.0,1922.0,7.0,55.0,0.0345,0.18823529411764706,9
1435,Maruti Suzuki,590000,77000,Diesel,Manual,Delhi,Silver,First,Individual,1598.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,0.031466666666666664,0.18285714285714286,6
1436,Honda,1199000,26497,Petrol,Manual,Kolkata,White,Second,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,2
1437,Hyundai,380000,57000,Petrol,Automatic,Kanpur,White,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.013166666666666667,1.90475,9
1438,Audi,975000,56000,Diesel,Automatic,Delhi,White,Second,Individual,,,,,,,,,,10
1439,Maruti Suzuki,365000,20100,Petrol,Automatic,Pune,Red,First,Individual,998.0,FWD,3545.0,1490.0,1475.0,5.0,35.0,0.011166666666666667,0.025714285714285714,7
1440,Audi,1000000,67000,Petrol,Automatic,Dehradun,Silver,Second,Individual,1798.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,0.04473684210526316,0.22857142857142856,12
1441,Mahindra,1800000,14500,Diesel,Manual,Hyderabad,Grey,First,Individual,2184.0,AWD,3985.0,1820.0,1844.0,4.0,57.0,0.034666666666666665,0.1875,1
1442,Hyundai,245000,41000,Petrol,Manual,Delhi,Red,First,Individual,,,,,,,,,,11
1443,Kia,1275000,30000,Diesel,Automatic,Mohali,White,First,Individual,1493.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,0.02825,0.16666666666666666,1
1444,Mercedes-Benz,7000000,19000,Petrol,Automatic,Chennai,White,First,Individual,2996.0,AWD,4693.0,1810.0,1402.0,4.0,66.0,0.07,0.208,2
1445,Mahindra,955000,110000,Diesel,Automatic,Ahmedabad,Black,First,Individual,1997.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.0368,0.2,6
1446,Mahindra,630000,115339,Diesel,Manual,Ahmedabad,White,Second,Individual,1493.0,RWD,3995.0,1835.0,1839.0,7.0,60.0,0.02666666666666667,0.15,7
1447,Audi,4475000,18000,Diesel,Automatic,Delhi,White,Second,Individual,1968.0,AWD,4663.0,1893.0,1659.0,5.0,70.0,0.049473684210526316,0.22857142857142856,2
1448,Mahindra,1950000,4500,Diesel,Automatic,Ludhiana,Black,First,Individual,2184.0,AWD,3985.0,1820.0,1844.0,4.0,57.0,0.034666666666666665,0.1875,0
1449,BMW,1295000,56000,Diesel,Automatic,Mumbai,Grey,First,Individual,1995.0,RWD,4899.0,2094.0,1464.0,5.0,,0.04931818181818182,0.3,11
1450,Hyundai,890000,49000,Petrol,Manual,Pune,Grey,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0190625,0.03175257731958763,5
1451,Mercedes-Benz,6750000,7000,Diesel,Automatic,Lucknow,Blue,First,Individual,1950.0,AWD,4658.0,1890.0,1644.0,5.0,66.0,0.05052631578947368,0.25,0
1452,BMW,2275000,78362,Diesel,Automatic,Bangalore,Red,First,Individual,1995.0,RWD,4624.0,2031.0,1429.0,5.0,60.0,0.046,0.21714285714285714,7
1453,Mahindra,1864999,30000,Diesel,Automatic,Bangalore,Blue,First,Individual,2184.0,AWD,3985.0,1820.0,1855.0,4.0,57.0,0.034666666666666665,0.1875,2
1454,Hyundai,540000,59000,Diesel,Manual,Agra,Silver,First,Individual,1396.0,FWD,3995.0,1760.0,1555.0,5.0,45.0,0.02225,0.14666666666666667,7
1455,BMW,3125000,49000,Diesel,Automatic,Bangalore,Blue,First,Individual,1995.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,0.046,0.2,4
1456,Mercedes-Benz,3200000,60513,Diesel,Automatic,Mumbai,Silver,First,Other,2997.0,AWD,4804.0,2141.0,1796.0,5.0,70.0,0.07055555555555555,0.386875,8
1457,Mercedes-Benz,2750000,56500,Diesel,Automatic,Delhi,White,First,Individual,2143.0,FWD,4424.0,1804.0,1494.0,5.0,50.0,0.03722222222222222,0.1875,3
1458,Hyundai,400000,71000,Diesel,Manual,Agra,Grey,First,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,9
1459,Audi,3750000,88000,Diesel,Automatic,Delhi,White,Second,Individual,2967.0,AWD,5052.0,1968.0,1740.0,7.0,75.0,0.08419243986254296,0.4,6
1460,Hyundai,800000,68000,Diesel,Manual,Kanpur,Grey,First,Individual,1396.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.02225,0.14933333333333335,4
1461,Maruti Suzuki,780000,94827,Diesel,Manual,Jaipur,Other,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,5
1462,Maruti Suzuki,220000,62000,Petrol,Manual,Bhopal,Brown,First,Individual,998.0,FWD,3600.0,1475.0,1595.0,5.0,35.0,0.010806451612903226,0.025714285714285714,12
1463,Maruti Suzuki,225000,57000,Other,Manual,Delhi,Silver,First,Individual,998.0,,3539.0,1475.0,1700.0,5.0,35.0,,,10
1464,BMW,2385000,22120,Diesel,Automatic,Delhi,White,First,Individual,1995.0,FWD,4439.0,1821.0,1612.0,5.0,51.0,0.047,0.22857142857142856,5
1465,BMW,3400000,11000,Diesel,Automatic,Delhi,Black,First,Individual,1995.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,0.046,0.2,3
1466,Audi,2850000,58000,Petrol,Automatic,Delhi,Black,First,Individual,1798.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,0.04523809523809524,0.22857142857142856,5
1467,Maruti Suzuki,990000,54572,Diesel,Manual,Jaipur,White,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,3
1468,Honda,325000,56000,Petrol,Automatic,Delhi,Other,First,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,,,12
1469,Honda,325000,89000,Petrol,Automatic,Mumbai,Silver,Second,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,,,11
1470,Skoda,549000,42000,Diesel,Automatic,Chandigarh,Other,First,Individual,1498.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,0.02340909090909091,0.16666666666666666,8
1471,Renault,340000,6000,Diesel,Manual,Kolkata,Maroon,First,Individual,1461.0,FWD,3805.0,1665.0,1525.0,5.0,41.0,0.01575,0.08,5
1472,Honda,425000,79500,Diesel,Manual,Pune,Silver,First,Individual,1498.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,0.0275,0.11428571428571428,9
